epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,524.749,0.56864,0.48819,1.05863,0.74237,0.84311,0.82728,0.41114,1.61913,0.92802,2.31874,0.000438703,0.000438703,0.000438703
72,532.521,0.56309,0.47353,1.06485,0.80283,0.76475,0.78802,0.41231,1.60361,0.9606,2.28826,0.000424556,0.000424556,0.000424556
73,539.207,0.56658,0.47431,1.04279,0.80949,0.76269,0.78375,0.44269,1.50036,0.88417,2.18317,0.000410409,0.000410409,0.000410409
74,546.982,0.5617,0.48924,1.04944,0.79488,0.76344,0.81848,0.46161,1.45649,0.87788,2.1649,0.000396262,0.000396262,0.000396262
75,553.699,0.54888,0.4696,1.04796,0.82261,0.78851,0.81764,0.44624,1.53124,0.89755,2.2599,0.000382115,0.000382115,0.000382115
76,561.216,0.49357,0.43732,0.98932,0.76487,0.77732,0.81173,0.4458,1.5143,0.88019,2.31877,0.000367967,0.000367967,0.000367967
77,567.817,0.51582,0.43531,1.02497,0.81175,0.82255,0.83695,0.45077,1.52546,0.84849,2.37174,0.00035382,0.00035382,0.00035382
78,575.607,0.51259,0.43702,1.02057,0.85382,0.81763,0.84478,0.46966,1.52798,0.80236,2.32997,0.000339673,0.000339673,0.000339673
79,582.878,0.5386,0.45096,1.03253,0.86136,0.78215,0.87482,0.48705,1.48115,0.81677,2.27667,0.000325526,0.000325526,0.000325526
80,589.678,0.53626,0.45478,1.0507,0.80618,0.79659,0.86267,0.46939,1.45431,0.84766,2.20605,0.000311379,0.000311379,0.000311379
81,597.476,0.50021,0.42773,1.00697,0.87171,0.80635,0.87373,0.47367,1.46812,0.84311,2.19349,0.000297232,0.000297232,0.000297232
82,604.208,0.51695,0.45473,1.04341,0.81699,0.83146,0.86815,0.48623,1.4296,0.8103,2.1861,0.000283085,0.000283085,0.000283085
83,611.811,0.53027,0.43188,1.01679,0.85822,0.81737,0.85718,0.47463,1.42807,0.83022,2.19615,0.000268938,0.000268938,0.000268938
84,618.639,0.49301,0.4183,0.99957,0.89168,0.80364,0.89893,0.48667,1.42789,0.80647,2.1658,0.000254791,0.000254791,0.000254791
85,626.364,0.48863,0.40628,0.9904,0.8669,0.84443,0.90495,0.49669,1.41236,0.80074,2.14281,0.000240644,0.000240644,0.000240644
86,633.142,0.50119,0.42156,1.00557,0.86097,0.83865,0.9159,0.50184,1.40535,0.79758,2.10665,0.000226497,0.000226497,0.000226497
87,640.698,0.49237,0.40944,1.01195,0.84744,0.85633,0.91455,0.50024,1.40849,0.77528,2.10311,0.000212349,0.000212349,0.000212349
88,648.211,0.47004,0.39633,1.00868,0.8272,0.86824,0.91848,0.49649,1.4036,0.79057,2.10905,0.000198202,0.000198202,0.000198202
89,655.046,0.50155,0.41484,1.00034,0.87802,0.84736,0.93535,0.4945,1.42418,0.75716,2.13245,0.000184055,0.000184055,0.000184055
90,662.935,0.46579,0.40874,0.98791,0.86204,0.86667,0.92311,0.50472,1.41863,0.72967,2.12963,0.000169908,0.000169908,0.000169908
91,672.382,0.45735,0.59102,0.99772,0.8064,0.9066,0.91793,0.48567,1.46899,0.71049,2.20642,0.000155761,0.000155761,0.000155761
92,680.901,0.4039,0.47175,0.94724,0.89396,0.86694,0.91622,0.47117,1.50101,0.70053,2.29618,0.000141614,0.000141614,0.000141614
93,688.35,0.39821,0.44594,0.93861,0.87984,0.87667,0.92569,0.46046,1.51283,0.70265,2.32302,0.000127467,0.000127467,0.000127467
94,695.011,0.38184,0.39983,0.94986,0.90695,0.86947,0.91804,0.46462,1.50402,0.71168,2.29245,0.00011332,0.00011332,0.00011332
95,702.717,0.35728,0.38287,0.94075,0.82306,0.87284,0.89024,0.45524,1.5025,0.7232,2.28426,9.91726e-05,9.91726e-05,9.91726e-05
96,709.501,0.38284,0.37841,0.93016,0.82167,0.86511,0.89182,0.45897,1.51573,0.75934,2.28006,8.50255e-05,8.50255e-05,8.50255e-05
97,717.187,0.3837,0.37502,0.94311,0.92863,0.77002,0.89207,0.47117,1.50212,0.76186,2.24505,7.08784e-05,7.08784e-05,7.08784e-05
98,724.03,0.34787,0.3521,0.91058,0.86053,0.7985,0.87735,0.47314,1.49409,0.76358,2.23729,5.67313e-05,5.67313e-05,5.67313e-05
99,731.6,0.35612,0.35505,0.89722,0.78025,0.83939,0.86612,0.46999,1.48514,0.76482,2.2442,4.25842e-05,4.25842e-05,4.25842e-05
100,738.86,0.36689,0.35835,0.91633,0.83818,0.79383,0.86689,0.47057,1.49323,0.75613,2.25738,2.84371e-05,2.84371e-05,2.84371e-05
