epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
115,887.506,0.61216,1.31373,0.49137,1.09048,0.99265,0.95692,0.98158,0.81314,0.99265,0.95692,0.99075,0.7289,0.70787,1.58309,0.38148,1.3018,0.000622615,0.000622615,0.000622615
116,895.269,0.69509,1.41618,0.55643,1.15045,0.9711,0.97429,0.97929,0.80213,0.9711,0.97429,0.97891,0.70717,0.70979,1.5551,0.4179,1.29448,0.000615542,0.000615542,0.000615542
117,902.943,0.66861,1.52605,0.46912,1.16713,0.9175,0.88504,0.95902,0.78337,0.86234,0.90295,0.94904,0.69918,0.72341,1.62633,0.5623,1.32779,0.000608468,0.000608468,0.000608468
118,910.582,0.67715,1.33879,0.55874,1.14216,0.95496,0.94385,0.9763,0.79063,0.95554,0.94336,0.96524,0.70857,0.72841,1.58625,0.44448,1.30465,0.000601395,0.000601395,0.000601395
119,918.253,0.63289,1.31568,0.4762,1.08297,0.98926,0.94227,0.97906,0.79911,0.96383,0.91849,0.94536,0.71617,0.71322,1.65836,0.38556,1.32237,0.000594321,0.000594321,0.000594321
120,925.885,0.6369,1.38021,0.58344,1.07923,0.97829,0.93128,0.97337,0.77887,0.96508,0.91938,0.95024,0.66815,0.75858,1.87445,0.44941,1.38065,0.000587248,0.000587248,0.000587248
121,933.516,0.63224,1.3168,0.50466,1.11582,0.94979,0.93841,0.97287,0.78101,0.93688,0.9265,0.95193,0.68089,0.7522,1.79322,0.43143,1.39396,0.000580174,0.000580174,0.000580174
122,941.143,0.66377,1.32385,0.5057,1.10339,0.91793,0.9369,0.95838,0.79335,0.91094,0.91969,0.94825,0.69218,0.72859,1.76875,0.44861,1.35686,0.0005731,0.0005731,0.0005731
123,948.742,0.65276,1.31564,0.47779,1.10017,0.94293,0.93657,0.98454,0.82179,0.94293,0.93657,0.98178,0.72953,0.68216,1.67136,0.40398,1.2763,0.000566027,0.000566027,0.000566027
124,956.453,0.67017,1.49219,0.54636,1.18675,0.86382,0.88351,0.96958,0.80241,0.8887,0.86442,0.96992,0.71704,0.68514,1.72017,0.65917,1.24374,0.000558953,0.000558953,0.000558953
